sample_id,cheating_score,label_id,cheating_label,gaze_away_count,gaze_away_total_sec,head_turn_count,head_turn_max_angle,phone_detected_count,multiple_faces_count,audio_anomaly_count,whisper_detected_count,tab_switch_count,fullscreen_exit_count,identity_mismatch_flag,typing_pause_count,answer_change_count,session_duration_sec,audio_duration_ms,audio_rms_energy,audio_zero_crossing_rate,audio_spectral_centroid_hz,audio_spectral_rolloff_hz,audio_spectral_flatness,audio_tempo_bpm,audio_speech_rate_syl_per_sec,audio_mfcc_1,audio_mfcc_2,audio_mfcc_3,audio_mfcc_4,audio_mfcc_5,audio_mfcc_6,audio_mfcc_7,audio_mfcc_8,audio_mfcc_9,audio_mfcc_10,audio_mfcc_11,audio_mfcc_12,audio_mfcc_13,audio_delta_mfcc_1,audio_delta_mfcc_2,audio_delta_mfcc_3,audio_delta_mfcc_4,audio_delta_mfcc_5,audio_delta_mfcc_6,audio_delta_mfcc_7,audio_delta_mfcc_8,audio_delta_mfcc_9,audio_delta_mfcc_10,audio_delta_mfcc_11,audio_delta_mfcc_12,audio_delta_mfcc_13,audio_class_id,audio_is_suspicious,eye_left_pupil_x,eye_left_pupil_y,eye_right_pupil_x,eye_right_pupil_y,eye_iris_left_offset_x,eye_iris_left_offset_y,eye_iris_right_offset_x,eye_iris_right_offset_y,eye_head_yaw_deg,eye_head_pitch_deg,eye_blink_rate_per_min,eye_fixation_duration_ms,eye_saccade_velocity,eye_looking_away,face_recog_cosine_similarity,face_recog_euclidean_distance,face_recog_is_match,expression_face_width,expression_face_height,expression_mouth_open_ratio,expression_eye_openness_left,expression_eye_openness_right,expression_eyebrow_raise_left,expression_eyebrow_raise_right,expression_AU1,expression_AU2,expression_AU3,expression_AU4,expression_AU5,expression_AU6,expression_AU7,expression_AU8,expression_AU9,expression_AU10,expression_AU11,expression_AU12,expression_AU13,expression_AU14,expression_AU15,expression_AU16,expression_AU17,expression_emotion_id,expression_confidence,object_total_objects_detected,object_suspicious_object_count,object_avg_detection_confidence,object_phone_detected_flag,pose_shoulder_width_px,pose_head_tilt_angle,pose_torso_lean_angle,pose_hand_near_face,pose_movement_velocity,pose_nose_x,pose_nose_y,pose_nose_conf,pose_left_eye_x,pose_left_eye_y,pose_left_eye_conf,pose_right_eye_x,pose_right_eye_y,pose_right_eye_conf,pose_left_ear_x,pose_left_ear_y,pose_left_ear_conf,pose_right_ear_x,pose_right_ear_y,pose_right_ear_conf,pose_left_shoulder_x,pose_left_shoulder_y,pose_left_shoulder_conf,pose_right_shoulder_x,pose_right_shoulder_y,pose_right_shoulder_conf,pose_left_elbow_x,pose_left_elbow_y,pose_left_elbow_conf,pose_right_elbow_x,pose_right_elbow_y,pose_right_elbow_conf,pose_left_wrist_x,pose_left_wrist_y,pose_left_wrist_conf,pose_right_wrist_x,pose_right_wrist_y,pose_right_wrist_conf,pose_label_id,pose_is_suspicious,gaze_away_ratio,obj_suspicion_ratio
585,15,0,honest,0,0.0,0,0.0,0,0,1,0,1,0,0,0,3,1990.0,471.0,0.00229,0.0729,366.1,648.4,0.0024,96.4,0.68,4.34,27.19,-23.157,-15.765,26.227,-12.993,0.829,-1.591,-2.909,-3.55,-8.463,-47.308,19.711,-1.288,2.778,-2.958,-3.682,4.954,-1.885,-0.283,-0.485,-0.569,0.312,-0.994,-4.079,3.734,0,0,0.344,0.5158,0.4117,0.5151,-0.2848,-0.0181,-0.3126,-0.0231,-32.79,0.55,10.7,220.9,457.6,1,0.382,1.0549,0,110.1,123.5,0.342,0.378,0.444,0.681,0.63,0.092,0.667,0.764,0.0,0.234,0.048,0.087,0.072,0.259,0.0,0.036,0.051,0.062,0.19,0.872,0.611,0.236,4,0.956,1,0,0.9208,0,175.9,10.13,6.92,1,2.08,0.4855,0.3184,0.923,0.4663,0.3519,0.918,0.4512,0.3006,1.027,0.5329,0.2778,0.891,0.511,0.2089,0.789,0.4471,0.3232,0.857,0.4871,0.3444,0.82,0.483,0.3347,0.787,0.4751,0.2206,0.894,0.4762,0.2206,0.914,0.4741,0.2784,0.826,5,1,0.0,0.0
586,11,0,honest,3,11.9,1,10.8,0,0,1,0,0,0,0,3,3,2019.0,489.0,0.0125,0.1851,3552.9,4866.1,0.2514,129.4,1.45,1.306,20.875,-35.61,-14.215,9.928,18.527,2.267,-0.551,6.675,-8.402,8.602,35.317,-1.006,-1.775,1.887,-4.115,-1.644,3.061,2.365,0.142,1.22,0.415,-1.631,0.404,1.766,0.407,2,1,0.5252,0.4394,0.5768,0.4402,0.0364,-0.1836,0.0491,-0.1928,2.07,-18.46,12.2,335.8,234.3,0,0.5113,1.4338,0,106.9,142.8,0.19,0.256,0.408,0.629,0.667,0.601,0.256,0.046,0.107,0.529,0.21,0.096,0.414,0.175,0.059,0.016,0.0,0.077,0.0,0.215,0.377,0.339,1,0.737,1,1,0.6399,0,166.0,-8.52,5.3,0,3.937,0.4943,0.1841,0.91,0.4794,0.1942,0.762,0.4473,0.1988,0.975,0.4793,0.1948,0.852,0.4986,0.2443,0.973,0.4641,0.1944,0.846,0.4917,0.2352,0.886,0.4853,0.1678,0.846,0.5121,0.1811,0.948,0.3863,0.1466,0.791,0.5444,0.3139,0.895,4,1,0.005894006934125805,1.0
587,15,0,honest,3,18.2,2,8.2,0,0,1,0,1,0,0,0,6,1853.0,480.0,0.00161,0.0464,615.2,358.4,0.0824,111.9,2.81,5.295,-6.27,-27.335,-1.742,36.347,-20.417,9.103,2.592,1.43,-13.273,11.562,18.525,6.746,-0.561,-0.274,-1.481,0.787,3.242,-2.741,0.307,2.26,-0.95,-1.694,1.409,2.535,-0.967,0,0,0.5358,0.3912,0.5842,0.3867,0.1405,-0.3583,0.1458,-0.2812,13.75,-34.1,4.6,398.5,26.2,0,0.8459,0.2802,1,116.4,151.6,0.065,0.238,0.41,0.41,0.267,0.299,0.136,0.071,0.121,0.02,0.183,0.247,0.0,0.036,0.263,0.34,0.251,0.13,0.106,0.29,0.0,0.214,0,0.836,2,0,0.8529,0,181.7,-0.58,5.28,1,2.924,0.5018,0.2474,0.857,0.5677,0.302,0.865,0.5398,0.2506,0.744,0.4208,0.2763,0.874,0.4073,0.2779,0.854,0.4984,0.2391,0.76,0.514,0.2849,0.859,0.4506,0.2466,0.86,0.5035,0.2819,0.858,0.5208,0.2828,0.934,0.5203,0.2612,0.992,5,1,0.009821910415542364,0.0
588,34,1,minor_infractions,3,14.4,1,15.7,0,1,3,0,1,2,0,3,6,1729.0,454.0,0.01141,0.1564,3348.7,4787.2,0.3331,124.2,1.76,-4.399,-2.749,-17.049,12.839,-0.027,11.834,3.481,-9.116,-7.22,-12.646,-4.051,10.32,6.526,-0.75,0.501,-2.02,0.43,0.419,0.584,-0.944,-2.017,0.812,-0.495,-0.741,-2.263,0.87,2,1,0.4941,0.578,0.5542,0.5776,-0.0744,0.2344,-0.065,0.21,-8.83,24.91,16.5,204.1,207.1,1,0.8467,0.3506,1,107.2,117.6,0.095,0.335,0.363,0.442,0.199,0.631,0.64,0.0,0.015,0.593,0.171,0.144,0.416,0.043,0.0,0.014,0.118,0.426,0.453,0.761,0.0,0.044,2,0.886,1,1,1.0,1,183.4,-4.52,10.0,0,0.955,0.443,0.4793,0.87,0.4838,0.3782,0.963,0.4762,0.5019,0.992,0.3806,0.4394,1.058,0.4342,0.5228,0.959,0.3969,0.4177,0.907,0.4839,0.4034,0.93,0.4049,0.3894,0.762,0.4693,0.4247,0.747,0.4034,0.473,0.861,0.4354,0.4649,1.035,3,0,0.008328513591671487,1.0
589,31,1,minor_infractions,2,10.7,4,68.9,1,0,1,0,2,2,0,5,5,1908.0,463.0,0.00215,0.0381,664.0,1248.4,0.0083,121.2,2.5,-18.417,-26.209,19.728,6.12,20.82,34.014,-9.932,16.712,-3.105,23.756,-16.782,-0.366,11.461,-3.929,-3.738,1.875,0.422,4.21,3.579,-0.203,2.892,-0.467,1.451,-2.018,1.684,2.403,0,0,0.3537,0.4746,0.4089,0.4718,-0.3309,0.0125,-0.3419,-0.0362,-33.76,-3.76,14.5,190.2,418.8,1,0.9691,0.3165,1,115.7,138.8,0.1,0.445,0.306,0.212,0.304,0.211,0.067,0.171,0.299,0.0,0.164,0.227,0.152,0.202,0.074,0.0,0.0,0.0,0.0,0.0,0.034,0.069,3,0.683,2,1,0.95875,0,166.7,12.54,-7.83,0,0.201,0.431,0.3935,0.9,0.4293,0.3064,0.854,0.5264,0.3411,0.899,0.4429,0.3372,0.737,0.4671,0.1659,0.91,0.4961,0.2944,0.835,0.5201,0.3072,0.638,0.4883,0.3441,0.904,0.4627,0.2961,0.776,0.5525,0.2839,0.787,0.4773,0.2543,0.788,0,0,0.005607966457023061,0.5
590,68,3,severe_cheating,13,45.1,12,211.5,3,3,5,7,15,7,0,3,6,1971.0,571.0,0.05462,0.1346,2349.8,3465.9,0.083,125.6,3.27,-20.749,-36.755,10.408,-23.5,23.844,-4.039,6.711,-13.581,-22.238,-6.321,-26.723,-22.996,-6.117,-2.94,-2.562,1.396,-2.7,2.94,0.055,-0.434,-0.184,-2.643,-0.285,-2.581,-2.754,0.447,1,1,0.4634,0.5744,0.5219,0.5731,-0.0813,0.2781,0.0138,0.2331,-3.96,25.79,19.1,115.1,393.4,1,0.9264,0.3771,1,127.3,143.0,0.147,0.426,0.319,0.142,0.446,0.191,0.0,0.118,0.016,0.073,0.239,0.104,0.105,0.044,0.129,0.097,0.021,0.165,0.269,0.043,0.0,0.109,0,0.819,2,1,0.8821,0,174.7,5.33,-1.09,0,1.595,0.5271,0.2991,0.972,0.5503,0.291,0.799,0.5323,0.3158,0.734,0.4987,0.2877,0.987,0.5897,0.3362,0.913,0.5335,0.2943,0.712,0.5461,0.2684,0.929,0.5462,0.4164,0.956,0.6131,0.2588,0.832,0.5323,0.3648,1.043,0.5163,0.263,0.887,0,0,0.022881785895484525,0.5
591,14,0,honest,0,0.0,0,0.0,0,0,0,0,1,0,0,2,3,1756.0,456.0,0.00265,0.1066,644.6,86.9,0.1439,114.1,1.84,38.092,0.034,4.891,13.331,-5.981,15.93,-17.551,19.912,-5.542,-5.569,3.356,-7.27,-5.013,5.805,0.031,0.838,-0.817,-0.906,0.509,-2.464,-1.309,1.033,-1.246,0.677,1.24,-0.947,0,0,0.2817,0.5183,0.3356,0.518,-0.3714,-0.0277,-0.3663,0.014,-36.64,-1.91,6.3,255.9,392.8,1,0.9793,0.4871,1,120.7,124.7,0.15,0.315,0.315,0.233,0.26,0.228,0.115,0.006,0.281,0.179,0.091,0.038,0.326,0.017,0.014,0.069,0.036,0.121,0.109,0.081,0.139,0.054,3,1.108,1,1,0.8982,1,157.2,4.42,-0.54,0,2.88,0.4652,0.2745,0.851,0.4744,0.3261,0.766,0.423,0.3469,0.908,0.4487,0.2603,0.911,0.4364,0.2559,0.791,0.3862,0.2645,0.896,0.5144,0.3052,0.968,0.5077,0.2866,0.948,0.5328,0.2574,0.939,0.4593,0.2689,0.956,0.4734,0.2569,0.867,4,1,0.0,1.0
592,88,3,severe_cheating,24,111.5,9,70.6,4,2,8,6,9,3,0,3,1,1497.0,532.0,0.00193,0.0847,381.7,1017.1,0.0364,114.1,2.01,43.408,-0.07,5.496,-13.548,-0.825,-2.057,2.922,-6.005,8.722,0.628,17.556,-19.66,11.771,3.659,-0.271,-1.105,1.329,0.524,0.071,0.135,-1.329,1.157,-0.319,1.339,-3.996,2.073,0,0,0.5315,0.4216,0.5973,0.4321,0.0852,-0.2282,0.093,-0.2194,8.81,-21.92,14.4,330.8,151.7,0,0.8805,0.2771,1,120.5,143.3,0.056,0.389,0.395,0.076,0.365,0.311,0.0,0.101,0.406,0.268,0.0,0.022,0.142,0.08,0.14,0.166,0.022,0.206,0.131,0.139,0.0,0.269,3,0.983,1,0,0.8706,0,163.8,2.55,0.88,0,1.311,0.5082,0.2636,0.778,0.5451,0.3158,0.945,0.4426,0.2121,0.845,0.4336,0.2259,0.894,0.4811,0.2874,0.879,0.4567,0.2458,1.047,0.5014,0.2792,0.777,0.5004,0.247,0.907,0.5383,0.3035,0.908,0.4967,0.3347,0.872,0.4837,0.3129,0.78,0,0,0.07448229792919171,0.0
593,21,1,minor_infractions,5,17.2,3,33.8,0,1,1,0,3,0,0,2,6,1719.0,476.0,0.00217,0.0565,284.1,861.7,0.1024,117.2,1.46,-12.84,7.071,4.429,18.447,4.693,2.093,-6.122,14.927,8.846,-20.296,-19.436,24.974,-2.602,-0.694,2.5,0.83,2.241,-0.488,0.019,-2.732,0.105,1.004,-2.265,-0.414,0.347,-0.211,0,0,0.5454,0.5755,0.6039,0.5796,0.062,0.1954,0.0348,0.1822,4.34,19.67,9.3,277.5,343.3,1,0.8998,0.3219,1,126.7,144.7,0.281,0.358,0.433,0.628,0.623,0.086,0.709,0.583,0.0,0.089,0.0,0.138,0.003,0.047,0.06,0.126,0.04,0.0,0.298,0.828,0.681,0.195,4,0.746,1,0,0.8155,0,178.7,2.7,3.74,0,0.426,0.4792,0.3854,0.917,0.5588,0.3091,0.893,0.4867,0.3929,0.924,0.5357,0.377,0.878,0.5436,0.3818,0.719,0.5523,0.3131,0.804,0.5811,0.4045,0.941,0.4606,0.3729,1.049,0.564,0.3222,0.976,0.5778,0.3504,0.995,0.5089,0.4063,0.919,0,0,0.010005817335660267,0.0
594,10,0,honest,3,12.2,1,8.0,0,0,1,0,0,0,0,3,4,1403.0,517.0,0.00919,0.2212,1721.2,2940.0,0.2959,98.0,0.5,31.095,-0.793,12.544,-13.785,-11.274,-2.14,11.655,7.766,-10.65,7.095,11.413,19.154,6.195,4.536,-0.731,-0.651,-1.517,-1.411,1.204,1.421,2.064,-0.225,0.987,0.551,1.287,-0.384,3,0,0.5631,0.5579,0.6219,0.5507,0.0788,0.1709,0.0539,0.2274,6.74,22.17,11.9,391.4,255.8,0,0.4043,1.1605,0,113.8,138.3,0.333,0.417,0.335,0.232,0.218,0.899,0.655,0.141,0.198,0.633,0.383,0.533,0.629,0.443,0.475,0.482,0.309,0.696,0.766,0.266,0.224,0.389,5,0.801,4,3,0.871425,0,185.1,2.27,9.11,0,2.17,0.471,0.3251,0.87,0.5037,0.3608,0.927,0.4252,0.2925,1.01,0.5731,0.3069,0.823,0.5247,0.2493,0.688,0.5427,0.3498,0.854,0.4907,0.3213,0.757,0.4592,0.2721,0.857,0.5467,0.3553,0.855,0.5212,0.3445,0.741,0.4542,0.2302,1.062,6,1,0.008695652173913044,0.75
595,14,0,honest,3,11.7,0,0.0,0,0,0,0,1,0,0,5,5,1835.0,411.0,0.00281,0.2831,1669.7,2450.2,0.2898,139.2,0.63,-4.731,7.401,15.629,-26.698,7.087,-17.446,9.052,-9.953,-4.032,-24.965,-11.766,1.856,23.479,0.148,-0.11,0.789,-2.269,-0.506,-3.904,0.044,-0.607,-1.4,-3.212,0.513,1.032,2.404,3,0,0.5119,0.6117,0.5751,0.6192,0.0075,0.2905,0.0465,0.3144,4.7,29.15,13.4,430.1,16.8,0,0.9311,0.2567,1,126.1,127.0,0.122,0.389,0.31,0.328,0.352,0.698,0.502,0.296,0.0,0.362,0.0,0.185,0.318,0.03,0.183,0.125,0.175,0.252,0.494,0.662,0.164,0.086,2,0.831,2,0,0.8213,0,162.1,11.65,-2.31,0,1.988,0.57,0.2881,0.941,0.5089,0.3263,0.931,0.5317,0.3477,0.846,0.4727,0.4002,0.742,0.5853,0.3461,0.987,0.4596,0.3117,0.909,0.5763,0.3751,0.797,0.5263,0.407,1.021,0.5017,0.3876,0.832,0.5399,0.4245,0.904,0.5781,0.323,0.976,6,1,0.006376021798365122,0.0
596,38,1,minor_infractions,2,9.9,3,12.7,1,0,2,0,1,0,0,5,6,1740.0,458.0,0.00727,0.2372,1535.2,2942.7,0.3041,137.9,0.45,11.141,-15.193,8.888,4.2,-2.212,-0.375,-8.508,4.898,-10.007,-2.595,-4.096,-6.302,-16.614,1.375,-0.701,1.878,-0.132,0.294,-0.59,-0.568,2.172,-2.155,-0.012,0.378,-0.899,-0.178,3,0,0.6681,0.4711,0.7246,0.4654,0.3212,-0.0692,0.3295,-0.0848,31.91,-7.09,16.0,161.6,423.4,1,0.9417,0.3264,1,136.6,155.3,0.022,0.334,0.321,0.23,0.295,0.25,0.081,0.105,0.188,0.068,0.0,0.094,0.0,0.16,0.04,0.138,0.098,0.0,0.189,0.018,0.091,0.106,0,0.812,3,3,0.7739333333333334,1,164.4,-2.52,1.05,0,0.951,0.4797,0.2364,0.897,0.4848,0.2627,0.703,0.4201,0.3242,0.927,0.4269,0.348,0.714,0.448,0.2833,0.84,0.5369,0.3532,0.916,0.4882,0.2657,0.753,0.4341,0.3217,0.887,0.4462,0.3127,0.897,0.4596,0.2547,0.854,0.4799,0.2736,1.066,0,0,0.005689655172413793,1.0
597,96,3,severe_cheating,16,56.1,14,96.5,3,1,15,8,8,10,1,1,1,1830.0,470.0,0.00866,0.1666,1827.6,3031.2,0.2394,137.6,2.15,24.939,3.335,26.882,2.497,-14.416,-13.502,27.539,-3.562,-26.937,-16.3,-11.367,19.152,-13.493,2.643,0.244,3.696,-0.879,-2.578,-1.935,0.42,1.438,-3.494,-1.877,-1.125,1.9,-0.993,3,0,0.3998,0.4755,0.4521,0.4735,-0.2074,-0.0401,-0.1247,0.0304,-18.15,-1.81,22.1,184.6,312.1,1,0.9823,0.3712,1,111.9,149.6,0.138,0.319,0.336,0.317,0.336,0.059,0.132,0.055,0.007,0.07,0.0,0.326,0.047,0.056,0.108,0.0,0.004,0.098,0.28,0.0,0.007,0.106,0,0.918,1,1,0.8706,0,162.5,3.78,12.32,0,1.312,0.3242,0.3446,0.82,0.381,0.3699,0.834,0.3175,0.3275,0.943,0.2872,0.3835,0.696,0.3137,0.3427,1.034,0.3761,0.3029,0.923,0.2625,0.3461,0.884,0.3095,0.4554,0.939,0.3018,0.3119,0.87,0.2735,0.3179,0.933,0.2723,0.3008,0.788,1,0,0.030655737704918033,1.0
598,34,1,minor_infractions,8,33.0,3,29.8,0,0,1,1,1,0,0,0,6,1754.0,491.0,0.01041,0.2287,1412.6,2768.5,0.2261,118.9,0.83,22.902,12.896,-7.21,-18.934,6.093,3.984,-5.369,4.112,-14.421,19.47,1.889,7.195,-10.787,3.857,2.719,1.081,-1.798,1.304,-0.008,1.434,0.693,-1.656,0.678,0.656,1.096,-1.579,3,0,0.2571,0.5401,0.3124,0.5482,-0.4168,0.0334,-0.4133,-0.0269,-42.48,0.2,20.7,232.5,439.9,1,0.888,0.2748,1,102.0,132.0,0.111,0.389,0.388,0.282,0.392,0.673,0.677,0.047,0.044,0.365,0.093,0.097,0.141,0.114,0.323,0.074,0.049,0.419,0.606,0.5,0.254,0.218,2,0.717,2,2,0.8539,1,171.4,6.85,-1.25,0,2.519,0.496,0.346,0.969,0.4218,0.3637,0.99,0.4721,0.2671,0.993,0.4392,0.3421,0.903,0.4852,0.3043,0.737,0.3955,0.3417,1.029,0.4066,0.3281,0.801,0.4581,0.3712,0.824,0.4755,0.3559,0.879,0.5182,0.2537,0.952,0.4884,0.3855,0.885,6,1,0.018814139110604332,1.0
599,90,3,severe_cheating,30,97.9,13,176.6,1,4,5,6,14,4,1,2,7,1533.0,548.0,0.0497,0.1463,1879.9,3282.3,0.2317,108.6,2.35,8.901,4.206,-0.414,15.304,-6.051,8.075,2.025,-7.698,5.625,-20.168,-23.832,-2.912,17.707,0.493,1.377,0.161,-0.019,0.346,-0.023,2.234,-0.52,1.258,-3.475,-2.762,-1.824,1.016,1,1,0.5785,0.4308,0.637,0.4357,0.0861,-0.2535,0.0941,-0.245,8.35,-23.35,14.4,422.5,256.2,0,0.9688,0.4631,1,114.2,124.1,0.389,0.315,0.344,0.247,0.26,0.825,0.654,0.228,0.103,0.8,0.15,0.563,0.285,0.287,0.203,0.43,0.183,0.609,0.754,0.045,0.187,0.293,5,0.872,1,1,0.9826,0,176.2,14.85,12.96,0,0.684,0.3954,0.3617,0.925,0.3345,0.3245,0.752,0.4115,0.3322,0.765,0.4081,0.3478,0.777,0.3228,0.3367,1.011,0.3498,0.3662,0.933,0.315,0.3748,0.826,0.3086,0.3189,0.931,0.3333,0.3314,0.763,0.3482,0.4059,0.925,0.3402,0.3921,0.955,1,0,0.06386170906718852,1.0
600,31,1,minor_infractions,3,12.2,5,47.1,1,0,1,0,1,0,0,0,8,2156.0,472.0,0.04458,0.1457,1871.5,3162.4,0.1431,107.8,2.43,-13.729,-27.58,12.719,-22.598,20.165,4.473,9.236,-15.483,-11.433,-2.413,-15.084,8.982,-9.644,-2.577,-3.102,0.995,-1.653,3.802,-0.312,1.012,-2.299,0.69,-1.674,-1.825,2.055,-0.784,1,1,0.6544,0.4756,0.7201,0.4817,0.2509,-0.0424,0.301,-0.0503,28.26,-2.49,13.3,207.9,480.1,1,0.3603,0.9137,0,122.3,148.9,0.323,0.316,0.356,0.306,0.266,0.726,0.719,0.211,0.079,0.702,0.226,0.52,0.567,0.278,0.403,0.515,0.285,0.67,0.622,0.248,0.168,0.337,5,0.67,3,1,0.9376000000000001,0,176.9,15.94,0.52,0,0.702,0.5207,0.4472,0.817,0.6199,0.4068,0.974,0.5661,0.3043,0.931,0.5933,0.2914,0.881,0.6199,0.3928,0.853,0.6338,0.3162,0.976,0.6142,0.3959,0.968,0.6199,0.3162,0.871,0.5572,0.4209,0.921,0.5887,0.3371,0.762,0.6339,0.378,0.829,2,0,0.005658627087198515,0.3333333333333333
601,0,0,honest,0,0.0,2,36.5,0,0,1,0,0,0,0,0,2,2153.0,559.0,0.00211,0.0338,599.4,733.6,0.0946,99.3,1.17,-4.658,-22.22,-3.269,11.451,-26.154,-12.741,8.783,9.919,11.04,-1.584,-2.835,-10.957,7.019,0.486,-1.623,0.055,-0.836,-2.843,-1.834,1.104,1.037,2.573,-0.153,0.118,-2.052,1.144,0,0,0.6821,0.5121,0.739,0.5093,0.3785,0.0277,0.3866,0.0307,39.39,2.19,9.2,98.3,559.6,1,0.9054,0.3615,1,116.6,146.3,0.323,0.422,0.399,0.262,0.449,0.707,0.674,0.073,0.095,0.726,0.215,0.655,0.491,0.244,0.395,0.34,0.232,0.702,0.787,0.277,0.047,0.32,5,0.85,1,0,1.0,0,148.2,2.23,6.55,0,0.072,0.3444,0.4458,0.982,0.4261,0.3797,0.873,0.3844,0.4011,0.922,0.3529,0.4824,0.956,0.4239,0.46,0.856,0.3918,0.4842,1.064,0.4676,0.3926,0.984,0.376,0.4202,0.789,0.3832,0.4093,0.831,0.3477,0.4879,0.865,0.3793,0.4091,0.82,1,0,0.0,0.0
602,17,1,minor_infractions,2,8.7,2,39.7,1,0,1,0,2,2,0,0,6,1724.0,529.0,0.00993,0.1439,3380.5,4226.1,0.3961,117.1,1.6,4.158,-3.942,-1.615,-11.964,34.798,-3.905,6.372,12.945,-3.249,18.711,10.139,41.837,-8.529,1.547,-1.097,-0.031,-1.895,4.308,0.093,1.866,2.857,0.357,1.772,-0.064,5.021,-1.421,2,1,0.5963,0.5603,0.657,0.5618,0.1282,0.0816,0.0554,0.0559,9.94,8.52,12.9,163.6,458.0,1,0.9102,0.4852,1,119.8,131.6,0.326,0.405,0.38,0.264,0.22,0.816,0.502,0.309,0.126,0.78,0.197,0.631,0.517,0.302,0.486,0.648,0.29,0.618,0.664,0.162,0.0,0.266,5,0.876,1,0,0.8364,0,153.3,14.67,14.38,0,0.626,0.5789,0.3025,0.967,0.5933,0.3623,1.009,0.6064,0.2342,0.676,0.5991,0.355,0.93,0.5993,0.2655,0.968,0.6122,0.2884,0.873,0.6299,0.3008,0.966,0.5534,0.3829,0.859,0.5792,0.3418,0.831,0.6032,0.2785,0.897,0.6485,0.3045,0.884,2,0,0.005046403712296983,0.0
603,83,3,severe_cheating,17,45.6,18,75.8,2,2,13,6,11,4,1,4,0,1717.0,556.0,0.00795,0.2068,1823.9,2693.6,0.2517,127.0,1.51,-9.086,-2.748,-5.308,-17.9,10.905,13.337,3.508,-9.119,-17.764,-2.936,-10.256,-4.726,-26.065,0.271,-0.597,-1.212,-0.913,1.646,0.675,1.411,-0.75,-2.189,0.464,1.017,-1.516,-2.291,3,0,0.5321,0.4385,0.5994,0.441,-0.0481,-0.2304,0.005,-0.2622,1.26,-22.63,13.3,297.8,276.4,0,0.9692,0.3566,1,104.5,156.7,0.098,0.341,0.331,0.338,0.072,0.949,0.567,0.123,0.086,0.388,0.061,0.12,0.21,0.0,0.052,0.09,0.079,0.509,0.413,0.549,0.098,0.0,2,0.977,2,0,0.85795,0,156.9,-5.16,13.32,0,1.833,0.5012,0.5586,0.855,0.5382,0.4383,0.751,0.5857,0.4364,0.865,0.5804,0.498,0.936,0.4867,0.4818,0.844,0.4899,0.5261,0.804,0.5627,0.5322,1.053,0.4937,0.5475,0.869,0.5449,0.4984,0.96,0.5352,0.5209,1.058,0.5703,0.5143,0.894,3,0,0.026557949912638323,0.0
604,29,1,minor_infractions,7,22.8,4,45.7,1,1,1,0,1,1,0,4,6,1622.0,530.0,0.05014,0.1328,1893.5,3631.6,0.1501,125.6,3.91,-23.227,-6.259,-3.089,22.141,24.341,11.639,6.098,5.887,-34.276,13.916,-7.735,23.694,-8.736,-1.632,-0.899,0.274,1.679,1.303,0.535,0.757,0.261,-3.533,1.274,-0.3,1.709,-0.054,1,1,0.5059,0.4505,0.563,0.4453,-0.0014,-0.1738,-0.0415,-0.1846,-2.72,-17.75,11.8,261.1,238.6,0,0.9445,0.433,1,118.6,145.1,0.332,0.329,0.378,0.684,0.652,0.014,0.887,0.641,0.045,0.137,0.162,0.119,0.261,0.043,0.071,0.027,0.138,0.18,0.109,0.726,0.609,0.24,4,0.933,3,1,0.8565999999999999,0,151.2,-7.28,10.4,0,2.166,0.4569,0.2858,0.9,0.4428,0.3505,0.862,0.3973,0.3134,0.901,0.5101,0.3585,0.891,0.4083,0.3945,0.808,0.4215,0.2423,0.901,0.3896,0.3303,0.917,0.3605,0.3157,0.76,0.4239,0.4046,0.875,0.4593,0.3206,0.867,0.538,0.3257,0.895,6,1,0.01405672009864365,0.3333333333333333
605,59,2,moderate_cheating,6,25.2,10,54.3,2,1,2,1,5,3,0,4,0,1570.0,527.0,0.04456,0.1437,2169.5,3175.6,0.1916,134.6,2.82,6.99,31.301,-10.547,-10.895,-3.146,24.098,-18.884,-3.12,-18.007,-0.225,11.994,-5.817,24.372,0.885,1.28,-1.029,0.75,0.072,2.648,-2.586,-1.698,-2.446,1.933,-0.368,0.255,2.751,1,1,0.5275,0.5761,0.5906,0.5738,0.0448,0.1654,0.0788,0.1791,8.36,18.52,12.1,236.0,272.4,1,0.9275,0.4242,1,124.2,134.8,0.085,0.264,0.314,0.309,0.274,0.223,0.147,0.049,0.263,0.077,0.0,0.147,0.058,0.166,0.074,0.181,0.145,0.147,0.036,0.05,0.312,0.122,3,0.852,1,1,1.0,0,185.3,-17.51,12.46,0,0.506,0.4405,0.464,0.886,0.3517,0.5564,0.939,0.3914,0.5169,0.831,0.4418,0.4622,0.681,0.4487,0.5296,0.828,0.4895,0.5671,0.813,0.4815,0.4768,0.903,0.4815,0.605,0.852,0.4586,0.5394,0.896,0.4284,0.5325,0.888,0.4133,0.4247,0.744,3,0,0.01605095541401274,1.0
